short_title,word1,word2,n
A Midsummer Night's Dream,murrion,flock,1
A Midsummer Night's Dream,muses,mourning,1
A Midsummer Night's Dream,music,call,1
A Midsummer Night's Dream,music,ho,1
A Midsummer Night's Dream,musical,confusion,1
A Midsummer Night's Dream,musk,rose,1
A Midsummer Night's Dream,mustardseed,pray,1
A Midsummer Night's Dream,mutual,cry,1
A Midsummer Night's Dream,natural,taste,1
A Midsummer Night's Dream,nature,didst,1
A Midsummer Night's Dream,nature's,hand,1
A Midsummer Night's Dream,ne'er,alter,1
A Midsummer Night's Dream,neaf,monsieur,1
A Midsummer Night's Dream,nedar's,daughter,1
A Midsummer Night's Dream,nedar's,helena,1
A Midsummer Night's Dream,needles,created,1
A Midsummer Night's Dream,neptune's,yellow,1
A Midsummer Night's Dream,night,alack,1
A Midsummer Night's Dream,night,imagining,1
A Midsummer Night's Dream,night,rule,1
A Midsummer Night's Dream,night,tapers,1
A Midsummer Night's Dream,night,told,1
A Midsummer Night's Dream,night,wanderers,1
A Midsummer Night's Dream,night's,accidents,1
A Midsummer Night's Dream,night's,shade,1
A Midsummer Night's Dream,night's,swift,1
A Midsummer Night's Dream,nightly,hoots,1
A Midsummer Night's Dream,nightly,revels,1
A Midsummer Night's Dream,nimble,spirit,1
A Midsummer Night's Dream,noble,beasts,1
A Midsummer Night's Dream,noble,respect,1
A Midsummer Night's Dream,noble,sort,1
A Midsummer Night's Dream,nodding,violet,1
A Midsummer Night's Dream,nosegays,sweetmeats,1
A Midsummer Night's Dream,notably,discharged,1
A Midsummer Night's Dream,notwithstanding,haste,1
A Midsummer Night's Dream,nuptial,ceremony,1
A Midsummer Night's Dream,nuptial,day,1
A Midsummer Night's Dream,nuptial,hour,1
A Midsummer Night's Dream,nymph,divine,1
A Midsummer Night's Dream,nymph,perfect,1
A Midsummer Night's Dream,o'er,cupid's,1
A Midsummer Night's Dream,o'er,rules,1
A Midsummer Night's Dream,o'er,shoes,1
A Midsummer Night's Dream,oats,methinks,1
A Midsummer Night's Dream,oberon,advances,1
A Midsummer Night's Dream,oberon,fairies,1
A Midsummer Night's Dream,odious,savours,1
A Midsummer Night's Dream,odorous,chaplet,1
A Midsummer Night's Dream,odours,odours,1
A Midsummer Night's Dream,odours,savours,1
A Midsummer Night's Dream,oft,beguil'd,1
A Midsummer Night's Dream,oftener,wash'd,1
A Midsummer Night's Dream,orient,pearls,1
A Midsummer Night's Dream,ousel,cock,1
A Midsummer Night's Dream,owl,screeching,1
A Midsummer Night's Dream,ox,beef,1
A Midsummer Night's Dream,painted,blind,1
A Midsummer Night's Dream,painted,butterflies,1
A Midsummer Night's Dream,painted,maypole,1
A Midsummer Night's Dream,palace,wood,1
A Midsummer Night's Dream,pale,companion,1
A Midsummer Night's Dream,palpable,gross,1
A Midsummer Night's Dream,parlous,fear,1
A Midsummer Night's Dream,passing,fell,1
A Midsummer Night's Dream,passionate,words,1
A Midsummer Night's Dream,pat,pat,1
A Midsummer Night's Dream,patched,fool,1
A Midsummer Night's Dream,patches,rude,1
A Midsummer Night's Dream,pated,choughs,1
A Midsummer Night's Dream,patiently,dance,1
A Midsummer Night's Dream,pavèd,fountain,1
A Midsummer Night's Dream,peaseblossom,cobweb,1
A Midsummer Night's Dream,pelting,river,1
A Midsummer Night's Dream,people,stir,1
A Midsummer Night's Dream,perfect,adieu,1
A Midsummer Night's Dream,perfect,divine,1
A Midsummer Night's Dream,perfect,yellow,1
A Midsummer Night's Dream,perforce,ensue,1
A Midsummer Night's Dream,perforce,withholds,1
A Midsummer Night's Dream,persever,counterfeit,1
A Midsummer Night's Dream,phibbus,car,1
A Midsummer Night's Dream,pity,grace,1
A Midsummer Night's Dream,plain,song,1
A Midsummer Night's Dream,plainer,ground,1
A Midsummer Night's Dream,plainest,truth,1
A Midsummer Night's Dream,play,ercles,1
A Midsummer Night's Dream,play,thisbe,1
A Midsummer Night's Dream,play,thisbe's,1
A Midsummer Night's Dream,play,treats,1
A Midsummer Night's Dream,played,pyramus,1
A Midsummer Night's Dream,player,fitted,1
A Midsummer Night's Dream,playfellow,pray,1
A Midsummer Night's Dream,playing,pyramus,1
A Midsummer Night's Dream,pleasure,taunted,1
A Midsummer Night's Dream,ploughman,lost,1
A Midsummer Night's Dream,ploughman,snores,1
A Midsummer Night's Dream,poet's,eye,1
A Midsummer Night's Dream,poet's,pen,1
A Midsummer Night's Dream,poor,company,1
A Midsummer Night's Dream,poor,duty,1
A Midsummer Night's Dream,poor,fancy's,1
A Midsummer Night's Dream,poor,females,1
A Midsummer Night's Dream,poor,friend,1
A Midsummer Night's Dream,poor,knight,1
A Midsummer Night's Dream,poor,maid's,1
A Midsummer Night's Dream,poor,soul's,1
A Midsummer Night's Dream,poor,souls,1
A Midsummer Night's Dream,powers,address,1
A Midsummer Night's Dream,practis'd,accent,1
A Midsummer Night's Dream,pray,masters,1
A Midsummer Night's Dream,precious,celestial,1
A Midsummer Night's Dream,premeditated,welcomes,1
A Midsummer Night's Dream,presenteth,moonshine,1
A Midsummer Night's Dream,press,lysander,1
A Midsummer Night's Dream,pressèd,flowers,1
A Midsummer Night's Dream,pretty,flouriets,1
A Midsummer Night's Dream,pretty,soul,1
A Midsummer Night's Dream,primrose,beds,1
A Midsummer Night's Dream,prison,gates,1
A Midsummer Night's Dream,private,schooling,1
A Midsummer Night's Dream,proceed,moon,1
A Midsummer Night's Dream,promise,love,1
A Midsummer Night's Dream,prospers,loves,1
A Midsummer Night's Dream,proud,demetrius,1
A Midsummer Night's Dream,proud,titania,1
A Midsummer Night's Dream,pumps,meet,1
A Midsummer Night's Dream,pure,congealèd,1
A Midsummer Night's Dream,pure,white,1
A Midsummer Night's Dream,purple,dye,1
A Midsummer Night's Dream,purple,grapes,1
A Midsummer Night's Dream,purpos'd,hunting,1
A Midsummer Night's Dream,pyramus,arise,1
A Midsummer Night's Dream,pyramus,draws,1
A Midsummer Night's Dream,pyramus,father,1
A Midsummer Night's Dream,pyramus,heigh,1
A Midsummer Night's Dream,pyramus,sweet,1
A Midsummer Night's Dream,pyramus,thisbe,1
A Midsummer Night's Dream,pyramus,translated,1
A Midsummer Night's Dream,quail,rush,1
A Midsummer Night's Dream,quaint,mazes,1
A Midsummer Night's Dream,quaint,spirits,1
A Midsummer Night's Dream,quick,bright,1
A Midsummer Night's Dream,quickly,dream,1
A Midsummer Night's Dream,quickly,steep,1
A Midsummer Night's Dream,quince,call,1
A Midsummer Night's Dream,quince,flute,1
A Midsummer Night's Dream,quire,hold,1
A Midsummer Night's Dream,radiant,pyramus,1
A Midsummer Night's Dream,raging,rocks,1
A Midsummer Night's Dream,rare,vision,1
A Midsummer Night's Dream,rash,wanton,1
A Midsummer Night's Dream,rattling,tongue,1
A Midsummer Night's Dream,reason,sway'd,1
A Midsummer Night's Dream,red,hipped,1
A Midsummer Night's Dream,red,rose,1
A Midsummer Night's Dream,relent,sweet,1
A Midsummer Night's Dream,removed,lysander,1
A Midsummer Night's Dream,renownèd,duke,1
A Midsummer Night's Dream,reply,amazedly,1
A Midsummer Night's Dream,rest,kneel,1
A Midsummer Night's Dream,restore,amends,1
A Midsummer Night's Dream,rheumatic,diseases,1
A Midsummer Night's Dream,rich,worth,1
A Midsummer Night's Dream,richest,book,1
A Midsummer Night's Dream,rings,gauds,1
A Midsummer Night's Dream,rival,enemies,1
A Midsummer Night's Dream,roared,lion,1
A Midsummer Night's Dream,roasted,crab,1
A Midsummer Night's Dream,robin,goodfellow,1
A Midsummer Night's Dream,robin,overcast,1
A Midsummer Night's Dream,robin,seest,1
A Midsummer Night's Dream,rose,buds,1
A Midsummer Night's Dream,rose,distill'd,1
A Midsummer Night's Dream,rough,colt,1
A Midsummer Night's Dream,royal,walks,1
A Midsummer Night's Dream,rubies,fairy,1
A Midsummer Night's Dream,rude,mechanicals,1
A Midsummer Night's Dream,rude,sea,1
A Midsummer Night's Dream,run,smooth,1
A Midsummer Night's Dream,run,thisbe,1
A Midsummer Night's Dream,rush,conclude,1
A Midsummer Night's Dream,rushy,brook,1
A Midsummer Night's Dream,russet,pated,1
A Midsummer Night's Dream,saddest,tale,1
A Midsummer Night's Dream,safety,rest,1
A Midsummer Night's Dream,sails,conceive,1
A Midsummer Night's Dream,saint,valentine,1
A Midsummer Night's Dream,salt,green,1
A Midsummer Night's Dream,salt,tears,1
A Midsummer Night's Dream,sampler,sitting,1
A Midsummer Night's Dream,sat,smiling,1
A Midsummer Night's Dream,satire,keen,1
A Midsummer Night's Dream,scaped,sixpence,1
A Midsummer Night's Dream,school,days,1
A Midsummer Night's Dream,scornful,lysander,1
A Midsummer Night's Dream,screech,owl,1
A Midsummer Night's Dream,screeching,loud,1
A Midsummer Night's Dream,scroll,masters,1
A Midsummer Night's Dream,sea,grew,1
A Midsummer Night's Dream,sea,maid's,1
A Midsummer Night's Dream,sealing,day,1
A Midsummer Night's Dream,seasons,alter,1
A Midsummer Night's Dream,seeking,sweet,1
A Midsummer Night's Dream,seem'd,athens,1
A Midsummer Night's Dream,seething,brains,1
A Midsummer Night's Dream,sense,sweet,1
A Midsummer Night's Dream,serpent,eat,1
A Midsummer Night's Dream,serpent's,tongue,1
A Midsummer Night's Dream,service,perishing,1
A Midsummer Night's Dream,set,lysander,1
A Midsummer Night's Dream,shadow,short,1
A Midsummer Night's Dream,shady,cloister,1
A Midsummer Night's Dream,shaft,smartly,1
A Midsummer Night's Dream,shallowest,thick,1
A Midsummer Night's Dream,shame,titania,1
A Midsummer Night's Dream,shaping,fantasies,1
A Midsummer Night's Dream,sharp,athenian,1
A Midsummer Night's Dream,shepherd's,ear,1
A Midsummer Night's Dream,shield,lysander,1
A Midsummer Night's Dream,shine,comforts,1
A Midsummer Night's Dream,shines,aurora's,1
A Midsummer Night's Dream,shivering,shocks,1
A Midsummer Night's Dream,shone,moon,1
A Midsummer Night's Dream,shot,madly,1
A Midsummer Night's Dream,sight,thither,1
A Midsummer Night's Dream,signify,wall,1
A Midsummer Night's Dream,silence,awhile,1
A Midsummer Night's Dream,silence,sad,1
A Midsummer Night's Dream,silliest,stuff,1
A Midsummer Night's Dream,silver,bow,1
A Midsummer Night's Dream,silver,visage,1
A Midsummer Night's Dream,simple,skill,1
A Midsummer Night's Dream,single,blessedness,1
A Midsummer Night's Dream,single,troth,1
A Midsummer Night's Dream,sir,awake,1
A Midsummer Night's Dream,sisters,vows,1
A Midsummer Night's Dream,skim,milk,1
A Midsummer Night's Dream,slain,lysander,1
A Midsummer Night's Dream,sleek,smooth,1
A Midsummer Night's Dream,sleep,half,1
A Midsummer Night's Dream,sleep,sound,1
A Midsummer Night's Dream,sleeping,eyelids,1
A Midsummer Night's Dream,sleeping,eyes,1
A Midsummer Night's Dream,sleeping,hermia,1
A Midsummer Night's Dream,sleeping,hour,1
A Midsummer Night's Dream,sleeping,sound,1
A Midsummer Night's Dream,sleeps,titania,1
A Midsummer Night's Dream,slight,measure,1
A Midsummer Night's Dream,smooth,head,1
A Midsummer Night's Dream,snake,throws,1
A Midsummer Night's Dream,song,cuckoo,1
A Midsummer Night's Dream,sorrow,owe,1
A Midsummer Night's Dream,sorrow's,eye,1
A Midsummer Night's Dream,sorrow's,heaviness,1
A Midsummer Night's Dream,soul,consents,1
A Midsummer Night's Dream,soul,fair,1
A Midsummer Night's Dream,soul's,patience,1
A Midsummer Night's Dream,sound,music,1
A Midsummer Night's Dream,spangled,starlight,1
A Midsummer Night's Dream,spaniel,spurn,1
A Midsummer Night's Dream,speak,egeus,1
A Midsummer Night's Dream,speak,pyramus,1
A Midsummer Night's Dream,speak,speak,1
A Midsummer Night's Dream,speak,troth,1
A Midsummer Night's Dream,speak,true,1
A Midsummer Night's Dream,speak'st,aright,1
A Midsummer Night's Dream,speed,fair,1
A Midsummer Night's Dream,sphery,eyne,1
A Midsummer Night's Dream,spicèd,indian,1
A Midsummer Night's Dream,spirits,sing,1
A Midsummer Night's Dream,spleen,unfolds,1
A Midsummer Night's Dream,spoke,thereof,1
A Midsummer Night's Dream,spotted,snakes,1
A Midsummer Night's Dream,squirrel's,hoard,1
A Midsummer Night's Dream,stand,close,1
A Midsummer Night's Dream,stand,sentinel,1
A Midsummer Night's Dream,stands,empty,1
A Midsummer Night's Dream,starlight,sheen,1
A Midsummer Night's Dream,starry,welkin,1
A Midsummer Night's Dream,stars,shot,1
A Midsummer Night's Dream,starveling,god's,1
A Midsummer Night's Dream,stay,gentle,1
A Midsummer Night's Dream,steel,leave,1
A Midsummer Night's Dream,step,dame,1
A Midsummer Night's Dream,stern,cruelty,1
A Midsummer Night's Dream,stick,musk,1
A Midsummer Night's Dream,stir,demetrius,1
A Midsummer Night's Dream,stirring,love,1
A Midsummer Night's Dream,stomach,brings,1
A Midsummer Night's Dream,stool,mistaketh,1
A Midsummer Night's Dream,stories,written,1
A Midsummer Night's Dream,straightway,lov'd,1
A Midsummer Night's Dream,strange,snow,1
A Midsummer Night's Dream,stranger,companies,1
A Midsummer Night's Dream,stranger,pyramus,1
A Midsummer Night's Dream,straw,colour,1
A Midsummer Night's Dream,strong,imagination,1
A Midsummer Night's Dream,strong,prevailment,1
A Midsummer Night's Dream,strongest,bow,1
A Midsummer Night's Dream,stubborn,harshness,1
A Midsummer Night's Dream,summer,buds,1
A Midsummer Night's Dream,summer's,day,1
A Midsummer Night's Dream,summer's,spring,1
A Midsummer Night's Dream,sunny,beams,1
A Midsummer Night's Dream,sweet,air,1
A Midsummer Night's Dream,sweet,athenian,1
A Midsummer Night's Dream,sweet,bottom,1
A Midsummer Night's Dream,sweet,bully,1
A Midsummer Night's Dream,sweet,comedy,1
A Midsummer Night's Dream,sweet,demetrius,1
A Midsummer Night's Dream,sweet,faced,1
A Midsummer Night's Dream,sweet,favours,1
A Midsummer Night's Dream,sweet,friend,1
A Midsummer Night's Dream,sweet,friends,1
A Midsummer Night's Dream,sweet,hay,1
A Midsummer Night's Dream,sweet,hermia,1
A Midsummer Night's Dream,sweet,honeysuckle,1
A Midsummer Night's Dream,sweet,jest,1
A Midsummer Night's Dream,sweet,lady,1
A Midsummer Night's Dream,sweet,life,1
A Midsummer Night's Dream,sweet,lullaby,1
A Midsummer Night's Dream,sweet,melody,1
A Midsummer Night's Dream,sweet,moon,1
A Midsummer Night's Dream,sweet,musk,1
A Midsummer Night's Dream,sweet,peace,1
A Midsummer Night's Dream,sweet,playfellow,1
A Midsummer Night's Dream,sweet,puck,1
A Midsummer Night's Dream,sweet,pyramus,1
A Midsummer Night's Dream,sweet,queen,1
A Midsummer Night's Dream,sweet,sake,1
A Midsummer Night's Dream,sweet,sight,1
A Midsummer Night's Dream,sweet,summer,1
A Midsummer Night's Dream,sweet,thunder,1
A Midsummer Night's Dream,sweet,youth,1
A Midsummer Night's Dream,sweetmeats,messengers,1
A Midsummer Night's Dream,swift,dragons,1
A Midsummer Night's Dream,swimming,gait,1
A Midsummer Night's Dream,tailor,cries,1
A Midsummer Night's Dream,tall,personage,1
A Midsummer Night's Dream,tangled,chain,1
A Midsummer Night's Dream,tapers,crop,1
A Midsummer Night's Dream,tarry,rash,1
A Midsummer Night's Dream,tartar's,bow,1
A Midsummer Night's Dream,task,fordone,1
A Midsummer Night's Dream,taurus,snow,1
A Midsummer Night's Dream,tawny,beard,1
A Midsummer Night's Dream,tawny,bill,1
A Midsummer Night's Dream,tawny,tartar,1
A Midsummer Night's Dream,tears,confound,1
A Midsummer Night's Dream,tears,poor,1
A Midsummer Night's Dream,tedious,minutes,1
A Midsummer Night's Dream,tedious,night,1
A Midsummer Night's Dream,tempting,grow,1
A Midsummer Night's Dream,tender,ass,1
A Midsummer Night's Dream,terms,begg'd,1
A Midsummer Night's Dream,testy,rivals,1
A Midsummer Night's Dream,theseus,house,1
A Midsummer Night's Dream,theseus,nuptial,1
A Midsummer Night's Dream,theseus,wedding,1
A Midsummer Night's Dream,thessalian,bulls,1
A Midsummer Night's Dream,thick,skin,1
A Midsummer Night's Dream,thisbe,coming,1
A Midsummer Night's Dream,thisbe,meet,1
A Midsummer Night's Dream,thisbe,sight,1
A Midsummer Night's Dream,thisbe,stand,1
A Midsummer Night's Dream,thisbe,tarrying,1
A Midsummer Night's Dream,thisbe's,cue,1
A Midsummer Night's Dream,thisbe's,father,1
A Midsummer Night's Dream,thisbe's,mantle,1
A Midsummer Night's Dream,thisbe's,mother,1
A Midsummer Night's Dream,thisbe's,promise,1
A Midsummer Night's Dream,thisne,ah,1
A Midsummer Night's Dream,thisne,thisne,1
A Midsummer Night's Dream,thorny,hedgehogs,1
A Midsummer Night's Dream,thousand,hearts,1
A Midsummer Night's Dream,thracian,singer,1
A Midsummer Night's Dream,thrice,blessèd,1
A Midsummer Night's Dream,thyme,blows,1
A Midsummer Night's Dream,tide,death,1
A Midsummer Night's Dream,tide,life,1
A Midsummer Night's Dream,tied,simplicity,1
A Midsummer Night's Dream,tiger,bootless,1
A Midsummer Night's Dream,tinker,starveling,1
A Midsummer Night's Dream,tipsy,bacchanals,1
A Midsummer Night's Dream,tiring,house,1
A Midsummer Night's Dream,titania,cross,1
A Midsummer Night's Dream,titania,music,1
A Midsummer Night's Dream,titania,wak'd,1
A Midsummer Night's Dream,titania,wake,1
A Midsummer Night's Dream,told,twelve,1
A Midsummer Night's Dream,tom,snout,1
A Midsummer Night's Dream,tomb,meet,1
A Midsummer Night's Dream,tomorrow,midnight,1
A Midsummer Night's Dream,tongue,bring,1
A Midsummer Night's Dream,tongue,lose,1
A Midsummer Night's Dream,tongue,tied,1
A Midsummer Night's Dream,torturing,hour,1
A Midsummer Night's Dream,tragical,mirth,1
A Midsummer Night's Dream,tragical,tedious,1
A Midsummer Night's Dream,transformèd,scalp,1
A Midsummer Night's Dream,transparent,helena,1
A Midsummer Night's Dream,trial,patience,1
A Midsummer Night's Dream,trifles,nosegays,1
A Midsummer Night's Dream,trim,exploit,1
A Midsummer Night's Dream,triple,hecate's,1
A Midsummer Night's Dream,triumphant,brier,1
A Midsummer Night's Dream,troop,home,1
A Midsummer Night's Dream,true,athenian,1
A Midsummer Night's Dream,true,beginning,1
A Midsummer Night's Dream,true,delight,1
A Midsummer Night's Dream,true,gentleness,1
A Midsummer Night's Dream,true,intent,1
A Midsummer Night's Dream,true,love's,1
A Midsummer Night's Dream,true,lovers,1
A Midsummer Night's Dream,true,performing,1
A Midsummer Night's Dream,truest,thisbe,1
A Midsummer Night's Dream,trusty,sword,1
A Midsummer Night's Dream,trusty,thisbe,1
A Midsummer Night's Dream,trusty,thisbe's,1
A Midsummer Night's Dream,truth,appears,1
A Midsummer Night's Dream,truth,kills,1
A Midsummer Night's Dream,truth,reason,1
A Midsummer Night's Dream,truth,sir,1
A Midsummer Night's Dream,turn'd,true,1
A Midsummer Night's Dream,twere,pity,1
A Midsummer Night's Dream,tyrant's,vein,1
A Midsummer Night's Dream,unbreath'd,memories,1
A Midsummer Night's Dream,unearnèd,luck,1
A Midsummer Night's Dream,ungrateful,maid,1
A Midsummer Night's Dream,unharden'd,youth,1
A Midsummer Night's Dream,unheedy,haste,1
A Midsummer Night's Dream,unkind,demetrius,1
A Midsummer Night's Dream,unkindly,didst,1
A Midsummer Night's Dream,unwishèd,yoke,1
A Midsummer Night's Dream,usual,manager,1
A Midsummer Night's Dream,utter,sweet,1
A Midsummer Night's Dream,valour,flies,1
A Midsummer Night's Dream,vast,hell,1
A Midsummer Night's Dream,venturous,fairy,1
A Midsummer Night's Dream,venus,doves,1
A Midsummer Night's Dream,versing,love,1
A Midsummer Night's Dream,vestal,thronèd,1
